id,text,associated_user,lang,time_zone,geolocation,recorded_at,occurred_at
5634,"RT @thom_brooks: Didn't those wanting Brexit vote for £350m per week to NHS, points based immigration system &amp; Parliament having final say?…",576066240,en,,,2016-10-14 23:21:19.65554,2016-10-14 23:21:19
5635,"RT @timfarron: Richard, if you're reading this, it takes a big man to say what you said.  Thankyou. https://t.co/5qZucrYV9e",755051936043372544,en,Pacific Time (US & Canada),,2016-10-14 23:21:20.876872,2016-10-14 23:21:20
5636,"RT @MartinShovel: My cartoon - David Davis &amp; his confederacy of dunces are helping us take back control
#Brexit 
#BBC1News     
https://t.c…",749953555,en,,,2016-10-14 23:21:21.007744,2016-10-14 23:21:20
5637,"RT @alfonslopeztena: Brexit means:
Unelected Premier
No vote in Parliament
Executive powers based in Royal Prerrogative
War cabinet
Pers… ",255988147,en,,,2016-10-14 23:21:21.413335,2016-10-14 23:21:21
5638,RT @DavidJo52951945: Brexit won the EU referendum it is only right Brexiteers lead talks remainers would just undermine them https://t.co/h…,17923971,en,London,,2016-10-14 23:21:21.4749,2016-10-14 23:21:21
5639,"RT @nickreeves9876: This from John Redwood is pure gangsterism, the stuff of tyranny. Redwood must be removed from Parliament ASAP.… ",20105445,en,,,2016-10-14 23:21:22.331397,2016-10-14 23:21:22
5640,"RT @drmatthewhardy: Imagine there's no Brexit
It's easy if you try
No hell before us
Above us only sky

Imagine the boost that would be… ",164265990,en,London,,2016-10-14 23:21:22.8359,2016-10-14 23:21:22
5641,RT @JamesBlunt: Today is the 950th anniversary of my family’s arrival in England as illegal immigrants and I still don’t feel welcome. #Bre…,296410955,en,Hawaii,,2016-10-14 23:21:23.684071,2016-10-14 23:21:23
5642,RT @GraFleming1: A large % of #humans are either thick as fuck or simply hate driven. They absorb establishment media like a parched sponge…,706986648,en,London,,2016-10-14 23:21:23.778903,2016-10-14 23:21:23
5643,RT @yooBusiness: Banks work on post-Brexit strategy https://t.co/N3PxZV3C3u #ukbusiness,3314292012,en,Pacific Time (US & Canada),,2016-10-14 23:21:25.765347,2016-10-14 23:21:25
5644,RT @JamesBlunt: Today is the 950th anniversary of my family’s arrival in England as illegal immigrants and I still don’t feel welcome. #Bre…,133440199,en,,,2016-10-14 23:21:28.198505,2016-10-14 23:21:28
5645,RT @stardust193: #Brexit Boris Johnson dismisses Remainers' obsession with 'increasingly useless' EU single market https://t.co/Lp42UzOYrk,2467652244,en,,,2016-10-14 23:21:28.311223,2016-10-14 23:21:28
5646,"RT @rlimlive: So sad how campaign financing is going for the ""NO"" Camp on Prop 60... Like this is for real! #Brexit #NoProp60 https://t.co/…",2533732627,en,Central Time (US & Canada),,2016-10-14 23:21:28.84888,2016-10-14 23:21:28
5647,RT @Paula1902: There you go Scotland. THIS is why we need Indy. After all the Brexit crap they're still voting Tory :( https://t.co/mJTHvZl…,2809772036,en,,,2016-10-14 23:21:29.033346,2016-10-14 23:21:28
5648,RT @JXB101: @londonmandy1 And paying for a massively increased bureaucracy to deliver Brexit and assume all the functions that will come ba…,386630251,en,London,,2016-10-14 23:21:29.664249,2016-10-14 23:21:29
5649,"RT @Mark_Beech: Bentley, Astons, 10 Jaguar E-Types sell as Brexit boosts auction @handhauctions @artinfodotcom https://t.co/IWFm1W85xI",2725253684,en,,,2016-10-14 23:21:32.946088,2016-10-14 23:21:32
5650,RT @imajsaclaimant: Brexit means brexit... #bbcqt https://t.co/RB3ADNHwFm,84365402,en,London,,2016-10-14 23:21:33.861272,2016-10-14 23:21:33
5651,RT @Reporte_Indigo: El triunfo del Brexit podría hacer que Escocia se separe del Reino Unido. https://t.co/Hs0ELmSvyP https://t.co/lLSjf3nb…,476331901,es,Central Time (US & Canada),,2016-10-14 23:21:34.414804,2016-10-14 23:21:34
5652,"RT @NetworksManager: LOOK #DNC #GOP betray #MiddleClass ""maybe they gone or slip out b4 #CivilWar.""#MAGA #brexit #Austria #DC #NYC #EUref h…",707253890299744256,en,,,2016-10-14 23:21:36.024859,2016-10-14 23:21:35
5653,"RT @Mark_Beech: Bentley, Astons, 10 Jaguar E-Types sell as Brexit boosts auction @handhauctions @artinfodotcom... https://t.co/JlJKk4Jyn6",2353158889,en,,,2016-10-14 23:21:38.995034,2016-10-14 23:21:38
5654,"RT @timfarron: Richard, if you're reading this, it takes a big man to say what you said.  Thankyou. https://t.co/5qZucrYV9e",1909434895,en,,,2016-10-14 23:21:41.137295,2016-10-14 23:21:40
5655,RT @europa_nexus: Eurostar cutting jobs and train services because of Brexit https://t.co/oz4rfrBXXS,51523603,en,,,2016-10-14 23:21:43.175016,2016-10-14 23:21:43
5656,"RT @asentance: Who else will be shielded from #Brexit? If true, this is reversal of free market economics - everyone competing on… ",1904660713,en,,,2016-10-15 00:20:19.654901,2016-10-15 00:20:19
5657,"RT @Mark_Beech: Bentley, Astons, 10 Jaguar E-Types sell as Brexit boosts auction @handhauctions @artinfodotcom... https://t.co/JlJKk4Jyn6",1949683838,en,Pacific Time (US & Canada),,2016-10-15 00:20:20.51638,2016-10-15 00:20:20
5658,"RT @RogueCoder250: The real reason they don't want us to leave.
https://t.co/CaSNQ6kAND https://t.co/CKwsaE6lQN",2765089559,en,,,2016-10-15 00:20:25.933523,2016-10-15 00:20:25
5659,"RT @meljomur: Anyone else wonder if Mundell truly cares, or just thinks WM knows best...🙄 https://t.co/UkJrOzfw0o",1158403249,en,Pacific Time (US & Canada),,2016-10-15 00:20:33.170278,2016-10-15 00:20:32
5660,RT @JamesBlunt: Today is the 950th anniversary of my family’s arrival in England as illegal immigrants and I still don’t feel welcome. #Bre…,417333275,en,,,2016-10-15 00:20:33.419338,2016-10-15 00:20:33
5661,"RT @Mark_Beech: Bentley, Astons, 10 Jaguar E-Types sell as Brexit boosts auction @handhauctions @artinfodotcom https://t.co/IWFm1W85xI",1949683838,en,Pacific Time (US & Canada),,2016-10-15 00:20:37.764302,2016-10-15 00:20:37
5662,RT @richard_k_wolff: Lying is not OK. Legal challenger to Brexit wants politicians jailed for 'lying' during referendum campaign https://t.…,790287205,en,,,2016-10-15 00:20:50.172363,2016-10-15 00:20:50
5663,"RT @anneapplebaum: ""Liberal democracy doesn't have to be a synonym of weakness."" Donald Tusk on Europe, Brexit 
https://t.co/7Xgq9tNUTJ",69687044,en,,,2016-10-15 00:20:51.857257,2016-10-15 00:20:51
5664,RT @Frances_Coppola: Protectionism starts here. https://t.co/voQ7jFh7as,759064149355790336,en,Eastern Time (US & Canada),,2016-10-15 00:20:56.153454,2016-10-15 00:20:55
5665,"RT @RCorbettMEP: Another consequence of #brexit no one explained: Brits will lose out on #RoamingCharges :
https://t.co/pxwNk7CTyB via @qz",764052073520435200,en,,,2016-10-15 00:20:57.377092,2016-10-15 00:20:57
5666,"RT @Mark_Beech: Bentley, Astons, 10 Jaguar E-Types sell as Brexit boosts auction @handhauctions @artinfodotcom... https://t.co/JlJKk4Jyn6",2500502924,en,Pacific Time (US & Canada),,2016-10-15 00:20:58.5314,2016-10-15 00:20:58
5667,RT @Grouse_Beater: Tariffs? What tariffs? The disasterous legacy of Brexit: https://t.co/udB0RIm6lk,866923220,en,London,,2016-10-15 00:20:59.062898,2016-10-15 00:20:58
5668,RT @JamesMelville: New post Brexit £20 &amp; £10 notes have been released. https://t.co/D0n9bywYmA,220765675,en,Casablanca,,2016-10-15 00:20:59.937175,2016-10-15 00:20:59
5669,"RT @Foro_TV: Conducir #Brexit es la prioridad del mandato de @Theresa_May, te contamos cómo va en #ForoGlobal… ",4750907672,es,,,2016-10-15 00:21:02.57978,2016-10-15 00:21:02
5670,RT @Uigeach1: After Brexit - on WTO terms - you'll be able to fit 40% of Scottish lamb exports on single container - end of croft… ,2765089559,en,,,2016-10-15 00:21:02.731242,2016-10-15 00:21:02
5671,RT @Independent: Legal challenger to Brexit wants politicians jailed for 'lying' during referendum campaign https://t.co/r1fGikqTL9,1669320192,en,Amsterdam,,2016-10-15 00:21:02.749652,2016-10-15 00:21:02
5672,RT @VoxPolitical: Life will ‘get difficult’ for the poor due to Brexit inflation says Carney. Meaning it's… https://t.co/kPMnAk5Ceu https:/…,2334022280,en,,,2016-10-15 00:21:07.41351,2016-10-15 00:21:07
5673,"RT @GerryHassan: Theresa May's #Brexit Cabinet Committee contains no Scottish, Welsh or Northern Irish representation. https://t.co/yzb9JCW…",210747105,en,,,2016-10-15 00:21:08.127255,2016-10-15 00:21:07
5674,"RT @JackPosobiec: The MSM is in full attack mode against Trump. They will use character assassination and fake polls, same as Brexit",778801597425983488,en,,,2016-10-15 00:21:10.147283,2016-10-15 00:21:09
5675,"RT @Far_Right_Watch: Official: After #Brexit, ""No extra money for NHS, Theresa May tells health chief""

#Voted #Brexit? You were conned.

h…",891138320,en,London,,2016-10-15 00:21:10.259452,2016-10-15 00:21:10
5676,"RT @Hugodixon: We voted for Brexit to keep parliament sovereign – we won’t be gagged | by Stephen Phillips, pro-Brexit Tory MP https://t.co…",760839939596705792,en,,,2016-10-15 00:21:11.172734,2016-10-15 00:21:10
5677,RT @londonyc: #Brexit #LeaveEU There is simply NO Mandate for leaving the EU! #Remain #NoMandateMay #EURef https://t.co/1a32zELCnQ https://…,144365572,en,Kyiv,,2016-10-15 00:21:16.414177,2016-10-15 00:21:16
5678,"RT @andrewgmorton: ""If Scotland leaves they are going to take their oil with them and the pound could go down a great deal.""

 https://t.co…",2686802411,en,,,2016-10-15 00:21:17.119721,2016-10-15 00:21:16
5679,RT @guardiannews: SNP promises EU students free tuition in Scotland after Brexit https://t.co/ac53QfSJaF,1684068372,en,London,,2016-10-15 00:21:17.884355,2016-10-15 00:21:17
5680,"RT @TheNewEuropean: MPs should stop being so timid, and be prepared to scupper the entire #Brexit project, argues @steverichards14 https://…",764052073520435200,en,,,2016-10-15 00:21:17.995529,2016-10-15 00:21:17
5681,"RT @Mark_Beech: Bentley, Astons, 10 Jaguar E-Types sell as Brexit boosts auction @handhauctions @artinfodotcom https://t.co/IWFm1W85xI",2500502924,en,Pacific Time (US & Canada),,2016-10-15 00:21:19.191643,2016-10-15 00:21:18
5682,"RT @Mark_Beech: Bentley, Astons, 10 Jaguar E-Types sell as Brexit boosts auction @handhauctions @artinfodotcom... https://t.co/JlJKk4Jyn6",2249618107,en,,,2016-10-15 00:21:27.003643,2016-10-15 00:21:26
5683,"RT @lizbilney: Nearly 4 months on, how do you now feel about your BREXIT vote?",317225416,en,London,,2016-10-15 00:21:28.182236,2016-10-15 00:21:27
5684,RT @Manish_05Singh: The world doesn't owe you anything. It was here first. So get on and make best use of the hand you are dealt. https://t…,14152680,en,Asia/Singapore,,2016-10-15 00:21:34.250902,2016-10-15 00:21:34
5685,"RT @propertyr: Self builders give post-Brexit property market a boost
https://t.co/eklH77xhE3 https://t.co/sP3ZZBitu9",212196491,en,Hawaii,,2016-10-15 00:21:35.4737,2016-10-15 00:21:35
5686,"RT @Research_Voice: ""Impending #Brexit + tough job market = no wonder an EU #ECR might want to get out"" https://t.co/06AVaZ73Ac @Scientists…",2837148052,en,,,2016-10-15 00:21:37.814643,2016-10-15 00:21:37
5687,RT @MarketWatch: Goldman Sachs argues the Brexit-hit pound is still in for yet more punishment https://t.co/pfTu8l0pX7 https://t.co/To3eWZE…,16645396,en,Tehran,,2016-10-15 00:21:38.936153,2016-10-15 00:21:38
5688,RT @unitetheunion: Unite general secretary Len McCluskey: “We urge the government to engage with Unite now… https://t.co/DR7t9qbiqX https:/…,770935822937911296,en,,,2016-10-15 00:21:39.835097,2016-10-15 00:21:39
5689,"RT @asentance: Who else will be shielded from #Brexit? If true, this is reversal of free market economics - everyone competing on… ",152805197,en,,,2016-10-15 00:21:40.222345,2016-10-15 00:21:39
5690,"RT @Mark_Beech: Bentley, Astons, 10 Jaguar E-Types sell as Brexit boosts auction @handhauctions @artinfodotcom https://t.co/IWFm1W85xI",2249618107,en,,,2016-10-15 00:21:45.401899,2016-10-15 00:21:45
5691,RT @notgivinguponeu: #brexit will define our generation. What will you tell your grandchildren? https://t.co/Rh2bz30JEl,155181821,en,London,,2016-10-15 00:21:47.859517,2016-10-15 00:21:47
5692,RT @MMFlint: The day before the Brexit vote the polls showed it going down to defeat. Even Brexit leaders had written their conc… ,2601887028,en,,,2016-10-15 00:21:49.121591,2016-10-15 00:21:48
5693,RT @richard_k_wolff: Lying is not OK. Legal challenger to Brexit wants politicians jailed for 'lying' during referendum campaign https://t.…,764052073520435200,en,,,2016-10-15 00:21:50.491852,2016-10-15 00:21:50
5694,RT @DavidAllenGreen: Well. https://t.co/08jdt3ftNf,608568292,en,London,,2016-10-15 00:21:50.978804,2016-10-15 00:21:50
5695,"RT @skandalmandan: https://t.co/NM5HJNYbVb
https://t.co/VgncozqOTA
Refusing to pander to racism,
Merkel’s the statesman
May will never be.",458412207,en,Pacific Time (US & Canada),,2016-10-15 00:21:51.064141,2016-10-15 00:21:50
5696,"RT @Mark_Beech: Bentley, Astons, 10 Jaguar E-Types sell as Brexit boosts auction @handhauctions @artinfodotcom... https://t.co/JlJKk4Jyn6",3346874973,en,,,2016-10-15 00:21:53.689558,2016-10-15 00:21:53
5697,"RT @michaelkeyes: Don't trust the polls: 
They were wrong about Reagan
They were wrong about the 2014 midterms
They were wrong about Brexit…",55418201,en,Pacific Time (US & Canada),,2016-10-15 00:21:58.691855,2016-10-15 00:21:58
5698,RT @nickreeves9876: And I thought that this from Tory MEP David C Bannerman was just a piece of nasty eccentricity in the Tory Party… ,110460403,en,,,2016-10-15 00:21:59.525936,2016-10-15 00:21:59
5699,"RT @CloughOlive: ""They are retreating to the fringes of Europe, we intend to stay at its very HEART""

#Brexit #IndyRef2 #Scotland… ",219048030,en,Eastern Time (US & Canada),,2016-10-15 00:22:00.145886,2016-10-15 00:21:59
5700,"RT @NYtitanic1999: 30% fewer international students, due to brexit = huge cost Uni
https://t.co/RjhS1M3JjX 

 https://t.co/q3dWHy8NS3

http…",555337622,en,,,2016-10-15 00:22:00.426383,2016-10-15 00:22:00
5701,RT @UKDefJournal: Calls for Royal Navy to ‘protect Gibraltar’ after Brexit - https://t.co/KFUTBKyG2T https://t.co/siryHRfm6M,1598327936,en,London,,2016-10-15 00:22:08.726667,2016-10-15 00:22:08
5702,RT @JamesMelville: New post Brexit £20 &amp; £10 notes have been released. https://t.co/D0n9bywYmA,16884489,en,London,,2016-10-15 00:22:09.838097,2016-10-15 00:22:09
5703,"RT @Mark_Beech: Bentley, Astons, 10 Jaguar E-Types sell as Brexit boosts auction @handhauctions @artinfodotcom https://t.co/IWFm1W85xI",3346874973,en,,,2016-10-15 00:22:12.780758,2016-10-15 00:22:12
5704,"RT @TheNewEuropean: MPs should stop being so timid, and be prepared to scupper the entire #Brexit project, argues @steverichards14 https://…",1912039406,en,Pacific Time (US & Canada),,2016-10-15 00:22:13.823844,2016-10-15 00:22:13
5705,"RT @RetroScot: Only good thing about #Brexit is by being part of the UK, even @JohannLamont won't escape the price rises she told… ",1754961145,en,,,2016-10-15 00:22:14.283683,2016-10-15 00:22:13
5706,"RT @nickreeves9876: May talking of subversion, John Redwood saying this: The Tories are increasingly acting as a party of tyranny in th… ",110460403,en,,,2016-10-15 00:22:15.221058,2016-10-15 00:22:14
5707,RT @wherepond: EU citizens tell RT about their #Brexit fears as campaign is launched to keep them in Britain (VIDEO) https://t.co/jLYmOJv0nF,2765658385,en,Mexico City,,2016-10-15 00:22:15.99742,2016-10-15 00:22:15
5708,"RT @davidealgebris: The High Price of a Hard Brexit
Silver Bullet view
with @theresa_may @BorisJohnson
soon in cinemas near you
See https:/…",308470596,en,,,2016-10-15 00:22:17.238116,2016-10-15 00:22:16
5709,"RT @wherepond: Life will get ‘difficult’ for Britain’s poor as prices soar post- #Brexit, Bank of England warns https://t.co/i4citBhDZt",2765658385,en,Mexico City,,2016-10-15 00:22:22.245399,2016-10-15 00:22:21
5710,RT @Eileen43Eileen: Wait!! Didnt the Brexit mob promise zillions for nhs England!! https://t.co/7IImA4JPd1,1673784182,en,Paris,,2016-10-15 00:22:22.774688,2016-10-15 00:22:22
5711,RT @GuardianEdu: SNP promises EU students free tuition in Scotland after Brexit https://t.co/aqoHtyCTrT,356863611,en,Pacific Time (US & Canada),,2016-10-15 00:22:23.327406,2016-10-15 00:22:23
5712,RT @ezlusztig: The British pound hit a 168-year low yesterday. https://t.co/qksulEAPXp,23109000,en,Pacific Time (US & Canada),,2016-10-15 00:22:25.017214,2016-10-15 00:22:24
5713,RT @DaveKeating: Possibilities for Scotland to retain EU membership as new state werent available in 2014. They are available now. #Brexit…,472440708,en,Amsterdam,,2016-10-15 00:22:25.127273,2016-10-15 00:22:24
5714,RT @Scimitar_98: This is AMERICA'S BREXIT! SHOW THE WORD WE CAN KICK THE NWO'S ASS AND TAKE BACK OUR REPUBLIC. YOU GO DONALD. PATRIO… ,31344647,en,Eastern Time (US & Canada),,2016-10-15 00:22:30.025031,2016-10-15 00:22:29
5715,RT @dailycosmic: @quigleyp Globalism will not work by force and they are pushing it . Brexit shows that people dont forget who they are and…,77540948,en,,,2016-10-15 00:22:33.194051,2016-10-15 00:22:33
5716,RT @Peston: Sunderland for Brexit. Now this https://t.co/jm9EASSTY7,19688747,en,London,,2016-10-15 00:22:36.51175,2016-10-15 00:22:36
5717,RT @Stratfor: GRAPHIC: What happens to the EU budget after Brexit? https://t.co/cg0x6enCt0 https://t.co/Kwf4tE0kFb,707566513,en,Eastern Time (US & Canada),,2016-10-15 00:22:37.602533,2016-10-15 00:22:37
5718,"RT @Chantepoule: Nicola Sturgeon  pledges that SNP MPs will vote against the Brexit bill when it comes before the Commons next year,",270470351,en,,,2016-10-15 00:22:38.121681,2016-10-15 00:22:37
5719,RT @Derby4Europe: A better deal negotiated for Britain? No; Brexit means whatever the EU says it means &amp; we'll just have to accept it https…,1912039406,en,Pacific Time (US & Canada),,2016-10-15 00:22:41.968428,2016-10-15 00:22:41
5720,RT @JeanneBartram: Boris Johnson is damaging Germany’s goodwill towards the UK https://t.co/SNDo506h9U,3068541683,en,,,2016-10-15 00:22:46.391517,2016-10-15 00:22:46
5721,RT @Eileen43Eileen: Wait!! Didnt the Brexit mob promise zillions for nhs England!! https://t.co/7IImA4JPd1,494151773,en,Casablanca,,2016-10-15 00:22:47.60419,2016-10-15 00:22:47
5722,RT @dailycosmic: @quigleyp Globalism will not work by force and they are pushing it . Brexit shows that people dont forget who they are and…,311642750,en,UTC,,2016-10-15 00:22:53.746744,2016-10-15 00:22:53
5723,RT @GregLabour: Your money after a Tory Brexit https://t.co/CYgmbFsBnF,2734177876,en,,,2016-10-15 00:22:55.473651,2016-10-15 00:22:55
5724,"RT @Mark_Beech: Bentley, Astons, 10 Jaguar E-Types sell as Brexit boosts auction @handhauctions @artinfodotcom... https://t.co/JlJKk4Jyn6",4601474888,en,,,2016-10-15 01:20:19.842843,2016-10-15 01:20:19
5725,"RT @Mark_Beech: Bentley, Astons, 10 Jaguar E-Types sell as Brexit boosts auction @handhauctions @artinfodotcom https://t.co/IWFm1W85xI",4601474888,en,,,2016-10-15 01:20:34.361793,2016-10-15 01:20:34
5726,RT @Independent_ie: Convicted murderer 'at large' in Ireland claimed he couldn't return to UK because of Brexit https://t.co/DdnuVPjwM0 htt…,75257733,en,London,,2016-10-15 01:20:36.89014,2016-10-15 01:20:36
5727,RT @Alexicon83: Brexit voter beaten to death by Remainer neighbour https://t.co/qGLh82cNZT #Gogglebox Coronation Street,733635804539539456,en,Pacific Time (US & Canada),,2016-10-15 01:20:39.30017,2016-10-15 01:20:39
5728,"RT @Mark_Beech: Bentley, Astons, 10 Jaguar E-Types sell as Brexit boosts auction @handhauctions @artinfodotcom... https://t.co/JlJKk4Jyn6",3228752621,en,,,2016-10-15 01:20:49.747682,2016-10-15 01:20:49
5729,"RT @Mark_Beech: Bentley, Astons, 10 Jaguar E-Types sell as Brexit boosts auction @handhauctions @artinfodotcom https://t.co/IWFm1W85xI",3228752621,en,,,2016-10-15 01:21:01.35339,2016-10-15 01:21:01
5730,RT @J4cobite: @IndigoFast @pressjournal @encourager58 #indyref UK in deep sh1t after #Brexit ?,4745204123,en,,,2016-10-15 01:21:06.040917,2016-10-15 01:21:05
5731,"RT @Mark_Beech: Bentley, Astons, 10 Jaguar E-Types sell as Brexit boosts auction @handhauctions @artinfodotcom... https://t.co/JlJKk4Jyn6",3228937959,en,,,2016-10-15 01:21:13.597725,2016-10-15 01:21:13
5732,"RT @neiledwardlovat: Wow 77% of Yes voters don't want another indyref if there is a hard Brexit?
https://t.co/cIpk2ukpVp am I looking at th…",4092474195,en,Pacific Time (US & Canada),,2016-10-15 01:21:23.554762,2016-10-15 01:21:23
5733,"RT @TheNewEuropean: MPs should stop being so timid, and be prepared to scupper the entire #Brexit project, argues @steverichards14 https://…",354838425,en,,,2016-10-15 01:21:24.702997,2016-10-15 01:21:24
5734,"RT @eddireader: Two of my English Jazz buddies now sold up and are moving to Edinburgh- ""Eddi we are sick of this Brexit shit""",545687520,en,,,2016-10-15 01:21:27.502501,2016-10-15 01:21:27
5735,"RT @brexittruths: Nicola Sturgeon.

Says #Brexit ""created deep and widespread uncertainty""

Wants a second Scottish independence refe… ",97168944,en,Tokyo,,2016-10-15 01:21:29.463784,2016-10-15 01:21:29
5736,"RT @Mark_Beech: Bentley, Astons, 10 Jaguar E-Types sell as Brexit boosts auction @handhauctions @artinfodotcom https://t.co/IWFm1W85xI",3228937959,en,,,2016-10-15 01:21:30.635015,2016-10-15 01:21:30
5737,"RT @Mark_Beech: Bentley, Astons, 10 Jaguar E-Types sell as Brexit boosts auction @handhauctions @artinfodotcom... https://t.co/JlJKk4Jyn6",2761203021,en,,,2016-10-15 01:21:34.474658,2016-10-15 01:21:34
5738,"RT @michaelkeyes: Don't trust the polls: 
They were wrong about Reagan
They were wrong about the 2014 midterms
They were wrong about Brexit…",18568363,en,Pacific Time (US & Canada),,2016-10-15 01:21:36.037019,2016-10-15 01:21:35
5739,RT @RonThornton: Sturgeon Sets Herself on Collision Course With May Over Brexit https://t.co/qs7JYNpIDW,774510439824822273,en,,,2016-10-15 01:21:39.728777,2016-10-15 01:21:39
5740,"RT @Mark_Beech: Bentley, Astons, 10 Jaguar E-Types sell as Brexit boosts auction @handhauctions @artinfodotcom https://t.co/IWFm1W85xI",2761203021,en,,,2016-10-15 01:21:43.425477,2016-10-15 01:21:43
5741,"RT @courrierinter: Pour Ken Loach, les travailleurs britanniques feront les frais du Brexit https://t.co/bJkgAqSmV4 https://t.co/nBPBIXSM5U",588708303,fr,Paris,,2016-10-15 01:21:44.031162,2016-10-15 01:21:43
5742,RT @Alexicon83: Brexit voter beaten to death by Remainer neighbour https://t.co/qGLh82cNZT #Gogglebox Coronation Street,1128454070,en,,,2016-10-15 01:21:47.985795,2016-10-15 01:21:47
5743,"RT @MartinShovel: My cartoon - leaving the #EU will make Britain great again, won’t it?!
#Brexit 
#ConCon16 
#HIGNFY   
https://t.co/naBxC4…",749925932534788097,en,,,2016-10-15 01:21:55.390825,2016-10-15 01:21:55
5744,"RT @sjhnumber1: Not just Gina taking Tories to court over #Brexit Parliamentary arrogance, there's nearly 5000 backers of the action https:…",296188478,en,,,2016-10-15 01:22:01.568694,2016-10-15 01:22:01
5745,"RT @GrumpyYetAmusin: Brexit was the greatest scam ever - No extra money for NHS, Theresa May tells health chief https://t.co/vRS45H0CKW",774510439824822273,en,,,2016-10-15 01:22:04.326475,2016-10-15 01:22:04
5746,"RT @courrierinter: Pour Ken Loach, les travailleurs britanniques feront les frais du Brexit https://t.co/bJkgAqSmV4 https://t.co/nBPBIXSM5U",3861362835,fr,,,2016-10-15 01:22:07.157677,2016-10-15 01:22:06
5747,"RT @Fergoodness: .@JohnSwinney""People in Scotland realise the choice they face: hard Brexit or better prospects as an outward looking natio…",312224660,en,,,2016-10-15 01:22:08.764468,2016-10-15 01:22:08
5748,"RT @Mark_Beech: Bentley, Astons, 10 Jaguar E-Types sell as Brexit boosts auction @handhauctions @artinfodotcom... https://t.co/JlJKk4Jyn6",705036061362274304,en,Pacific Time (US & Canada),,2016-10-15 01:22:16.302661,2016-10-15 01:22:16
5749,RT @JamesBlunt: Today is the 950th anniversary of my family’s arrival in England as illegal immigrants and I still don’t feel welcome. #Bre…,380587295,en,,,2016-10-15 01:22:25.397645,2016-10-15 01:22:25
5750,"RT @Mark_Beech: Bentley, Astons, 10 Jaguar E-Types sell as Brexit boosts auction @handhauctions @artinfodotcom https://t.co/IWFm1W85xI",705036061362274304,en,Pacific Time (US & Canada),,2016-10-15 01:22:29.2682,2016-10-15 01:22:29
5751,"RT @Mark_Beech: Bentley, Astons, 10 Jaguar E-Types sell as Brexit boosts auction @handhauctions @artinfodotcom... https://t.co/JlJKk4Jyn6",2471564906,en,Pacific Time (US & Canada),,2016-10-15 01:22:46.282529,2016-10-15 01:22:46
5752,"RT @Mark_Beech: Bentley, Astons, 10 Jaguar E-Types sell as Brexit boosts auction @handhauctions @artinfodotcom... https://t.co/JlJKk4Jyn6",2521313353,en,Pacific Time (US & Canada),,2016-10-15 01:22:50.028656,2016-10-15 01:22:49
5753,RT @MMFlint: The day before the Brexit vote the polls showed it going down to defeat. Even Brexit leaders had written their conc… ,768234938185363456,en,,,2016-10-15 01:22:59.028328,2016-10-15 01:22:58
5754,"RT @Mark_Beech: Bentley, Astons, 10 Jaguar E-Types sell as Brexit boosts auction @handhauctions @artinfodotcom https://t.co/IWFm1W85xI",2521313353,en,Pacific Time (US & Canada),,2016-10-15 01:23:00.095757,2016-10-15 01:22:59
5755,"RT @Mark_Beech: Bentley, Astons, 10 Jaguar E-Types sell as Brexit boosts auction @handhauctions @artinfodotcom https://t.co/IWFm1W85xI",2471564906,en,Pacific Time (US & Canada),,2016-10-15 01:23:00.391097,2016-10-15 01:23:00
5756,RT @JamesBlunt: Today is the 950th anniversary of my family’s arrival in England as illegal immigrants and I still don’t feel welcome. #Bre…,2210009618,en,Kuala Lumpur,,2016-10-15 01:23:01.381806,2016-10-15 01:23:01
5757,RT @RobertAlanWard: UK gilt yields sharply up on rising UK inflationary expectations. Squeeze in living standards likely. Not just… ,369367093,en,Abu Dhabi,,2016-10-15 01:23:04.410861,2016-10-15 01:23:04
5758,"RT @panther_bp: Let’s move to Perth, Perthshire: it’s a looker #property #investor #housing #brexit #venturecapital  https://t.co/zCGGhRRc9g",711919143302336512,en,,,2016-10-15 01:23:04.789977,2016-10-15 01:23:04
5759,"RT @ZarzosoLowe: If I ever go to court, I'll present all of my false evidence on the side of a huge red fucking bus and get away with murde…",774510439824822273,en,,,2016-10-15 01:23:13.254408,2016-10-15 01:23:13
5760,"RT @Mark_Beech: Bentley, Astons, 10 Jaguar E-Types sell as Brexit boosts auction @handhauctions @artinfodotcom... https://t.co/JlJKk4Jyn6",3026523791,en,,,2016-10-15 01:23:13.361421,2016-10-15 01:23:12
5761,RT @Eileen43Eileen: Wait!! Didnt the Brexit mob promise zillions for nhs England!! https://t.co/7IImA4JPd1,366721980,en,,,2016-10-15 01:23:17.899164,2016-10-15 01:23:17
5762,RT @karlneff: Saudi Arabia &amp; Bahrain deny their citizens human rights. Think it's shameful that we gloss over this so often https://t.co/3u…,3511021992,en,,,2016-10-15 01:23:19.68651,2016-10-15 01:23:19
5763,"RT @EnemyWithinn: @LouiseMensch 

Louise you did a good job with brexit. But you're out of your depth here. America is the big league honey…",63907078,en,,,2016-10-15 01:23:22.117215,2016-10-15 01:23:21
5764,RT @bookblast: Preparing for a global economy post Brexit means learning languages is even more crucial #MFLpostBrexit https://t.co/ZpS93lu…,727990090102915073,en,,,2016-10-15 01:23:24.907132,2016-10-15 01:23:24
5765,RT @campbellclaret: Another day another audience wanting to reverse Brexit and wanting Labour govt but seeing no chance of getting it @ilkl…,2812712081,en,Edinburgh,,2016-10-15 01:23:33.442121,2016-10-15 01:23:33
