id,text,associated_user,lang,time_zone,geolocation,recorded_at,occurred_at
3355,RT @TheDrum: UK advertising budgets to grow in 2016 despite #Brexit caution https://t.co/zJpur4J8o2 https://t.co/PwwU57epvL,67060626,en,London,,2016-10-13 07:20:43.386315,2016-10-13 07:20:43
3356,RT @worldnews_net: Britain facing £18 billion Brexit 'divorce bill' https://t.co/745SMlMXgS #telegraph #news,22924291,en,Pacific Time (US & Canada),,2016-10-13 07:20:43.840446,2016-10-13 07:20:43
3357,"RT @UKLabour: The Tories are driving us towards a hard and risky Brexit which threatens jobs, growth and prosperity. Agree? RT ↓… ",160219251,en,,,2016-10-13 07:20:44.327135,2016-10-13 07:20:44
3358,"RT @UKLabour: The Tories are driving us towards a risky Brexit which threatens jobs, growth &amp; prosperity. Watch and share this ↓… ",20980622,en,London,,2016-10-13 08:20:26.919593,2016-10-13 08:20:26
3359,RT @afneil: Brexit stuff getting ridiculous. Marmite (on which our future clearly depends) made in UK from UK ingredients. What's £ got to…,388662779,en,Alaska,,2016-10-13 08:20:27.060815,2016-10-13 08:20:26
3360,"RT @alexhern: This Unilever story is why economic collapse won’t translate into reduced support for Brexit, btw. It’s always someone else’s…",15841884,en,London,,2016-10-13 08:20:27.207408,2016-10-13 08:20:27
3361,RT @Digital_PhillJD: Clearly the #Marmite struggle is real for someone riding my train this morning! #Brexit #Marmitegate https://t.co/SXH8…,22146582,en,,,2016-10-13 08:20:27.708518,2016-10-13 08:20:27
3362,"RT @ManMadeMoon: Brexit campaign to solve immigration surprisingly effective!  Crash sterling so hard, you earn more abroad!  Genius! https…",119008280,en,London,,2016-10-13 08:20:27.919575,2016-10-13 08:20:27
3363,"RT @jackiepearcey: So instead of gaining £350m a week, the UK will lost £66 bn a year for hard #Brexit but can't debate in Parliament? #Tak…",18551433,en,London,,2016-10-13 08:20:29.214261,2016-10-13 08:20:28
3364,RT @Mike_Fabricant: Those MPs demanding a vote in the Commons over #Brexit would NOT do so if they thought #Remainer Opposition and rebel C…,36480903,en,,,2016-10-13 08:20:29.621279,2016-10-13 08:20:29
3365,RT @sargesalute: Blimey would have voted leave had I known we were voting to get rid of Marmite! #brexit #loveitorhateit,91425603,en,Dublin,,2016-10-13 08:20:30.458997,2016-10-13 08:20:30
3366,"RT @ChukaUmunna: This is what people were ""scaremongering"" about - it's a crying shame it came true https://t.co/s190Sj7nb7… ",134125081,en,London,,2016-10-13 08:20:31.782684,2016-10-13 08:20:31
3367,"RT @philmoore79: I was fine with the increase in hate crime, but expensive branded yeast extract is a step too far! #Marmitegate #Brexit",414674022,en,,,2016-10-13 08:20:31.871524,2016-10-13 08:20:31
3368,RT @lsebrexitvote: Boris Johnson is damaging Germany’s goodwill towards the UK https://t.co/fOxJU6tPnF https://t.co/ekbzxE5fp3,314767345,en,Edinburgh,,2016-10-13 08:20:32.852293,2016-10-13 08:20:32
3369,RT @stvharry: So that Brexit plan so far: change the colour of passports and re float an old boat - that's some manifesto https://t.co/iJZC…,495676860,en,Hawaii,,2016-10-13 08:20:33.241372,2016-10-13 08:20:33
3370,RT @politicshome: ICYMI: Brexit ministers 'at war' with Philip Hammond over Treasury leaks - https://t.co/UUbeFKUTev https://t.co/zsHLN4uYLL,2479596096,en,London,,2016-10-13 08:20:34.948399,2016-10-13 08:20:34
3371,RT @guardian: Pound falls below $1.22 as Brexit sparks Marmite price row – business live  https://t.co/rNWq0D6TFj,763125347399368705,en,,,2016-10-13 08:20:35.218403,2016-10-13 08:20:35
3372,"RT @caitlinmoran: Brexit kills Marmite, Pot Noodle - Britain starts to disintegrate: https://t.co/nlhs59iYeu",59177005,en,London,,2016-10-13 08:20:35.309415,2016-10-13 08:20:35
3373,"RT @alexhern: This Unilever story is why economic collapse won’t translate into reduced support for Brexit, btw. It’s always someone else’s…",289803173,en,London,,2016-10-13 08:20:35.326311,2016-10-13 08:20:35
3374,RT @guardian: Pound falls below $1.22 as Brexit sparks Marmite price row – business live https://t.co/DCightaMsP,4446350452,en,,,2016-10-13 08:20:35.884384,2016-10-13 08:20:35
3375,"RT @alexhern: This Unilever story is why economic collapse won’t translate into reduced support for Brexit, btw. It’s always someone else’s…",77801696,en,London,,2016-10-13 08:20:35.99888,2016-10-13 08:20:35
3376,"RT @GurkaynakGonenc: Londra'dayım. Kuvvetler ayrılığı zirvesi var. Yüksek Mahkeme, hükümetin ""#Brexit'i parlamento onayı olmadan tetikleme""…",448818940,tr,Greenland,,2016-10-13 08:20:36.205101,2016-10-13 08:20:36
3377,"RT @answerability: Certainly is a void right now #UKIP in disarray, #Labour always been in chaos, #LibDems only have 1 member and he's… ",163563071,en,London,,2016-10-13 08:20:36.408269,2016-10-13 08:20:36
3378,RT @SamCoatesTimes: Irish finance minister launches huge Brexit stimulus plan in his budget https://t.co/wcLtNv3uWZ,3302766399,en,,,2016-10-13 08:20:36.672904,2016-10-13 08:20:36
3379,"RT @JoeDiego24: ""Jeremy Corbyn, your challenge is to invent a political position guaranteed to alienate both the 52% AND the 48%"" https://t…",185385044,en,London,,2016-10-13 08:20:37.057955,2016-10-13 08:20:36
3380,RT @expansioncom: Theresa May no hablará con las grandes empresas en su primera visita a España tras el Brexit https://t.co/OdsSPfHpDk http…,3140295897,es,,,2016-10-13 08:20:37.42251,2016-10-13 08:20:37
3381,"RT @MrsVB: MIL voted Brexit. Why? ""waffle, mumble, rules and regulations ... immigrants""  ""what?  like my dad?  and my sister in law?""  *si…",304878098,en,Edinburgh,,2016-10-13 08:20:37.816205,2016-10-13 08:20:37
3382,"RT @ManMadeMoon: Brexit campaign to solve immigration surprisingly effective!  Crash sterling so hard, you earn more abroad!  Genius! https…",2378955705,en,Pacific Time (US & Canada),,2016-10-13 08:20:39.097331,2016-10-13 08:20:38
3383,RT @ACCAMalaysia: #ACCA's AB magazine look at the impact of #Brexit in this month's issue: https://t.co/qnJ1dylHNq https://t.co/aCX9JwUnO3,1250975545,en,,,2016-10-13 08:20:39.321997,2016-10-13 08:20:39
3384,"RT @jeremycorbyn: The Tories offer no plan, no clarity, no transparency, and no chance of scrutiny of the process for developing a st… ",7399662,en,London,,2016-10-13 08:20:39.464231,2016-10-13 08:20:39
3385,RT @ciaran4320: @Bonn1eGreer @BloombergTV @AnonymousOneToo Of course it's nothing to do with #Brexit it's all a conspiracy. https://t.co/bY…,4295410047,en,,,2016-10-13 08:20:40.160651,2016-10-13 08:20:40
3386,RT @StirringTrouble: Not a fan of #Tesco but why should it pay more to #Unilever that is blatantly trying to cash in on the scare campaign…,1460519108,en,Amsterdam,,2016-10-13 08:20:40.386106,2016-10-13 08:20:40
3387,"RT @PaulbernalUK: Unless something requires NO energy to make or distribute, its prices are going to go up. Yes, even British ones. #Brexit",994169114,en,London,,2016-10-13 08:20:40.402673,2016-10-13 08:20:40
3388,RT @PaulJBelcher: High stakes at UK High Court today: Modern Parliament or medieval Royal Prerogative to start #Brexit #Article50?… ,272503369,en,London,,2016-10-13 08:20:40.988827,2016-10-13 08:20:40
3389,RT @PeterStefanovi2: Jeremy Corbyn proved today that his Labour becomes a credible opposition when the infighting stops | The Independent h…,709021352536231936,en,,,2016-10-13 08:20:41.643826,2016-10-13 08:20:41
3390,RT @C_Stihler_MEP: Brexit: High Court to hear challenge to Article 50 strategy https://t.co/Lcv6uY9lCI,164700236,en,Pacific Time (US & Canada),,2016-10-13 08:20:42.213453,2016-10-13 08:20:42
3391,"RT @MarcherLord1: £18bn to leave the EU is an absolute bargain. 
We're about to blow £60Bn on a new train to Birmingham https://t.co/OJpX10…",376623787,en,London,,2016-10-13 08:20:42.401493,2016-10-13 08:20:42
3392,RT @afneil: Brexit stuff getting ridiculous. Marmite (on which our future clearly depends) made in UK from UK ingredients. What's £ got to…,1139375658,en,,,2016-10-13 08:20:42.663414,2016-10-13 08:20:42
3393,RT @daveburns422: They've wreaked havoc already &amp; we only dipped our toe in on #Brexit £ in freefall #ScaryToryClowns https://t.co/U60CMH9G…,23231174,en,London,,2016-10-13 08:20:42.686315,2016-10-13 08:20:42
3394,RT @FetchezLaVache_: So this is what sovereignty looks like. #Brexit #Marmite https://t.co/6RMajJ8rwo,100497481,en,London,,2016-10-13 08:20:43.042879,2016-10-13 08:20:42
3395,"RT @FubsyShabaroon: Brits everywhere right now:
#Marmite #Marmitegate #Brexit https://t.co/mc8551sHJ2",4846449262,en,Berlin,,2016-10-13 08:20:43.059126,2016-10-13 08:20:42
3396,RT @afneil: Brexit stuff getting ridiculous. Marmite (on which our future clearly depends) made in UK from UK ingredients. What's £ got to…,2788225609,en,London,,2016-10-13 08:20:43.186111,2016-10-13 08:20:42
3397,"RT @NickCohen4: ""An alliance of snobs and mobs"" me in @spectator on how the Tories will force Brexit through https://t.co/iP9Z4QWBLf",2463065714,en,London,,2016-10-13 08:20:43.349265,2016-10-13 08:20:43
3398,RT @afneil: Brexit stuff getting ridiculous. Marmite (on which our future clearly depends) made in UK from UK ingredients. What's £ got to…,253150302,en,London,,2016-10-13 08:20:43.357525,2016-10-13 08:20:43
3399,RT @guardian: Boris Johnson quizzed by MPs over Brexit as pound falls again - Politics live https://t.co/Uk0ty72Rpz,367335815,en,Amsterdam,,2016-10-13 08:20:43.431994,2016-10-13 08:20:43
3400,RT @MichaelPDeacon: Are there really people out there who think Unilever is some sort of tiny start-up that makes nothing but Marmite? http…,2788225609,en,London,,2016-10-13 08:20:43.631151,2016-10-13 08:20:43
3401,RT @mrtonylee: Dear Americans. Nobody really thought that Brexit would happen. Many ‘Remains’ didn’t bother to vote. And ‘Leave’ won. VOTE…,45160426,en,Lisbon,,2016-10-13 08:20:43.950861,2016-10-13 08:20:43
3402,"RT @BradleyRAyres: 1) Marmite is UK produced/resourced.
2) Brexit has not actually happened yet.
3) Unilever did not decrease prices when £…",2788225609,en,London,,2016-10-13 08:20:44.174303,2016-10-13 08:20:43
3403,RT @FetchezLaVache_: So this is what sovereignty looks like. #Brexit #Marmite https://t.co/6RMajJ8rwo,33846735,en,London,,2016-10-13 08:20:44.60084,2016-10-13 08:20:44
3404,RT @Digital_PhillJD: Clearly the #Marmite struggle is real for someone riding my train this morning! #Brexit #Marmitegate https://t.co/SXH8…,2463065714,en,London,,2016-10-13 08:20:44.665675,2016-10-13 08:20:44
3405,RT @Digital_PhillJD: Clearly the #Marmite struggle is real for someone riding my train this morning! #Brexit #Marmitegate https://t.co/SXH8…,306977846,en,Amsterdam,,2016-10-13 08:20:45.029314,2016-10-13 08:20:44
3406,RT @MichaelPDeacon: Are there really people out there who think Unilever is some sort of tiny start-up that makes nothing but Marmite? http…,2463065714,en,London,,2016-10-13 08:20:45.172009,2016-10-13 08:20:44
3407,"RT @Scientists4EU: Marmite: 
You love it or hate it.
A bit like Brexit.
But Marmite doesn't bend your economy over a barrel and shaft it.",2453000408,en,,,2016-10-13 08:20:45.341042,2016-10-13 08:20:45
3408,"RT @caitlinmoran: Brexit kills Marmite, Pot Noodle - Britain starts to disintegrate: https://t.co/nlhs59iYeu",313525506,en,,,2016-10-13 08:20:46.055479,2016-10-13 08:20:45
3409,"RT @MCollinsEU: ""Equivalence"" no panacea for UK finance sector post-Brexit, says @karel_lannoo. Not available in all sectors, hard to get,…",234763645,en,Athens,,2016-10-13 08:20:46.236168,2016-10-13 08:20:46
3410,RT @FetchezLaVache_: So this is what sovereignty looks like. #Brexit #Marmite https://t.co/6RMajJ8rwo,1341291620,en,London,,2016-10-13 08:20:47.814183,2016-10-13 08:20:47
3411,RT @NatInsec: The long term gain is actually just parity with what we had. And the Brexiters were never going to help with the pa… ,2853872685,en,London,,2016-10-13 08:20:47.823858,2016-10-13 08:20:47
3412,RT @GorseFox: @BBCr4today BBC are becoming anti-Brexit cheer leaders. How about supporting the country and its changes.,107794703,en,,,2016-10-13 08:20:48.281937,2016-10-13 08:20:48
3413,"RT @ChukaUmunna: This is what people were ""scaremongering"" about - it's a crying shame it came true https://t.co/s190Sj7nb7… ",732274001318400000,en,,,2016-10-13 08:20:48.424494,2016-10-13 08:20:48
3414,RT @Digital_PhillJD: Clearly the #Marmite struggle is real for someone riding my train this morning! #Brexit #Marmitegate https://t.co/SXH8…,286249825,en,Amsterdam,,2016-10-13 08:20:48.564525,2016-10-13 08:20:48
3415,RT @afneil: Brexit stuff getting ridiculous. Marmite (on which our future clearly depends) made in UK from UK ingredients. What's £ got to…,744591722332721152,en,,,2016-10-13 08:20:48.570461,2016-10-13 08:20:48
3416,RT @Derby4Europe: Hard Brexit risks Britain's legacy of leading scientific research https://t.co/qFbFWzmNY8,703765009,en,,,2016-10-13 08:20:48.79695,2016-10-13 08:20:48
3417,RT @DavidAllenGreen: Ken Clarke: May's Tory party conference statements on Article 50 and Brexit made without cabinet let alone parliamenta…,748743165411151873,en,,,2016-10-13 08:20:49.861757,2016-10-13 08:20:49
3418,"RT @ManMadeMoon: Brexit campaign to solve immigration surprisingly effective!  Crash sterling so hard, you earn more abroad!  Genius! https…",47312416,en,,,2016-10-13 08:20:50.251162,2016-10-13 08:20:50
3419,"RT @ManMadeMoon: Brexit campaign to solve immigration surprisingly effective!  Crash sterling so hard, you earn more abroad!  Genius! https…",153166677,en,London,,2016-10-13 08:20:50.831122,2016-10-13 08:20:50
3420,RT @acgrayling: Brexiters are trying to shift the ground from the advisory ref to 'which type of Brexit?' Don't let them: the first issue i…,69442077,en,London,,2016-10-13 09:20:18.190807,2016-10-13 09:20:17
3421,"RT @mk1969: ""if you're in business and you give a penny to the Tory party, you are funding you're own funeral"" @timfarron on Hard Brexit @T…",135915248,en,,,2016-10-13 09:20:18.752204,2016-10-13 09:20:18
3422,RT @ChukaUmunna: So Project Fear becomes Project Fact with the pound falling to a 168yr low today! &gt; https://t.co/s190Sj7nb7… ,2904220559,en,London,,2016-10-13 09:20:19.635759,2016-10-13 09:20:19
3423,RT @iainmartin1: Brexit is working. Parliament is asserting itself. (My latest for Reaction @reactionlife) https://t.co/NLa22lHsqt,1432550052,en,,,2016-10-13 09:20:19.88104,2016-10-13 09:20:19
3424,"RT @jeremycorbyn: Thank you to Labour's Brexit team, whose excellent work is exposing the Tories' Brexit plans for what they are - a shambl…",19961212,en,London,,2016-10-13 09:20:19.915322,2016-10-13 09:20:19
3425,RT @Herring1967: Brexit is like Marmite. You either hate it or you're a fucking idiot.,52057010,en,London,,2016-10-13 09:20:20.462744,2016-10-13 09:20:20
3426,RT @NesrineMalik: And the great blame the results of Brexit on Remainers game commences https://t.co/Jdg1zEBsut,25169625,en,London,,2016-10-13 09:20:20.721908,2016-10-13 09:20:20
3427,RT @afneil: Brexit stuff getting ridiculous. Marmite (on which our future clearly depends) made in UK from UK ingredients. What's £ got to…,19075756,en,,,2016-10-13 09:20:20.816625,2016-10-13 09:20:20
3428,RT @UKIPPOOLE: Businesswoman challenging PM's right to trigger Brexit in High Court. Stop this Sham! https://t.co/lpIqfRGecT https://t.co/L…,2284482237,en,,,2016-10-13 09:20:20.921878,2016-10-13 09:20:20
3429,RT @Independent: We thought hate crime increased after Brexit. Now official figures reveal just how bad things are https://t.co/xpwlm7m8BP,425580734,en,,,2016-10-13 09:20:21.044236,2016-10-13 09:20:20
3430,RT @Independent: Tesco just stopped selling Marmite because of Brexit https://t.co/IvLUJr1MOT,143945014,en,,,2016-10-13 09:20:22.348508,2016-10-13 09:20:22
3431,"RT @patrickwintour: Johnson admits he does not know the configuration of Commonwealth flag, and refuses to commit to fly it post Brexit abo…",14301286,en,London,,2016-10-13 09:20:22.458311,2016-10-13 09:20:22
3432,RT @JohnRentoul: Andrew Grice on the Brexiters sudden aversion to parliamentary democracy @IndyVoices  https://t.co/OIm3ezjG2F,237912400,en,,,2016-10-13 09:20:22.854858,2016-10-13 09:20:22
3433,"RT @Conorpope: Quick update on Tory Brexit priorities:
Not important - Single Market, cost of goods in shops
Important - blue pass… ",352331386,en,London,,2016-10-13 09:20:23.210485,2016-10-13 09:20:22
3434,"RT @Okwonga: ""Stop moaning about Brexit."" Some of us have lost 15% of our income as a direct result of the exchange rate. Do you expect us…",424529063,en,London,,2016-10-13 09:20:23.353109,2016-10-13 09:20:23
3435,RT @GbengaGOLD: The thing tire me.... https://t.co/O79yQG3dQV,361832699,en,Pacific Time (US & Canada),,2016-10-13 09:20:23.972596,2016-10-13 09:20:23
3436,RT @indy100: There's a Marmite shortage because of Brexit and people are freaking out #Marmitegate https://t.co/rtYHH1KfyE,17618113,en,Greenland,,2016-10-13 09:20:24.248274,2016-10-13 09:20:24
3437,"RT @WeAreOneEU: On reflection, they probably don't need to bother, because most Brits won't be able to afford to travel abroad soon https:/…",468534179,en,,,2016-10-13 09:20:24.381725,2016-10-13 09:20:24
3438,RT @BetterThegither: Unilever are part of a conspiracy to undermine Brexit. 😂 Fun watching the halfwits squirm. https://t.co/VEu0obYOCW,278548407,en,Dublin,,2016-10-13 09:20:24.616345,2016-10-13 09:20:24
3439,RT @heckmonwyke: Blimey it will be Bovver rill next https://t.co/VseqcTkOcC,426200440,en,,,2016-10-13 09:20:25.00214,2016-10-13 09:20:24
3440,"RT @sinonevero: Well done, Brexit. https://t.co/uslrxU52jA",41834556,en,Tehran,,2016-10-13 09:20:25.367573,2016-10-13 09:20:24
3441,"RT @Sanscelerien: I highly recommend this article  by @AmbroseEP 
It demystifies the devaluation of the pound and lays a good concept… ",4273783582,en,,,2016-10-13 09:20:25.394091,2016-10-13 09:20:25
3442,RT @Sonic_Screwup: 'We are going to have a tremendous Brexit. The best Brexit. We are going to make the best deals. The best-' Boris T… ,601687972,en,Casablanca,,2016-10-13 09:20:25.608871,2016-10-13 09:20:25
3443,RT @MrFurby: A new poll shows a majority of people (55%) would support an independence referendum in the event of a Tory-led har… ,1439391212,en,,,2016-10-13 09:20:25.779517,2016-10-13 09:20:25
3444,"RT @Okwonga: ""Stop moaning about Brexit."" Some of us have lost 15% of our income as a direct result of the exchange rate. Do you expect us…",1264387418,en,,,2016-10-13 09:20:26.090784,2016-10-13 09:20:25
3445,"RT @MrKenShabby: NO MORE PG TIPS?

HAPPY NOW BREXIT? HE'S DEAD https://t.co/CH6y3HPq44",19387828,en,London,,2016-10-13 09:20:26.383276,2016-10-13 09:20:26
3446,"RT @Harry_J_Fisher: I disagree. There isn't much left-wing media in the UK and the Morning Star, the only proper socialist paper, was i… ",15046153,en,,,2016-10-13 09:20:26.585647,2016-10-13 09:20:26
3447,RT @ElContador2000: Have I missed something? Is Tesco the only supermarket in the UK now? https://t.co/1BHrnBoEOf,2822230418,en,,,2016-10-13 09:20:26.817887,2016-10-13 09:20:26
3448,"RT @Okwonga: ""Stop moaning about Brexit."" Some of us have lost 15% of our income as a direct result of the exchange rate. Do you expect us…",565936487,en,,,2016-10-13 09:20:27.170531,2016-10-13 09:20:26
3449,RT @Clive_Sabel: Bristol Geography publishes letter in The Times today condemning government Brexit rhetoric. @theresa_may… ,54387309,en,London,,2016-10-13 09:20:27.332829,2016-10-13 09:20:27
3450,RT @Unit4Global: How Brexit-ready are you? Read the #Unit4 blog to find out: https://t.co/GNPGlqMVyE #Brexit #HigherEd #EdTech https://t.co…,3046968741,en,Pacific Time (US & Canada),,2016-10-13 09:20:28.378325,2016-10-13 09:20:28
3451,RT @mstewart_23: Have listened to Kaye Adams show for 40 mins on the impact #Brexit will have on our lives &amp; not 1 single mention how we DI…,563655682,en,,,2016-10-13 09:20:28.477637,2016-10-13 09:20:28
3452,RT @mseltzermayr: EU has a powerful new lever in #Brexit negotiation: threaten Marmite tariffs.,1163658932,en,,,2016-10-13 09:20:28.812016,2016-10-13 09:20:28
3453,"RT @proftcox: Lies, Damned Lies &amp; Statistics. Should we reward or punish those who deliberately lied to us to secure Brexit? See: https://t…",567223853,en,Dublin,,2016-10-13 09:20:29.526657,2016-10-13 09:20:29
3454,"RT @scattermoon: This is with us not having hit Brexit yet, we're just talking about it. Crashing economy has repercussions beyond making h…",628933425,en,Edinburgh,,2016-10-13 09:20:29.639603,2016-10-13 09:20:29
3455,"RT @UKLabour: The Tories are driving us towards a hard and risky Brexit which threatens jobs, growth and prosperity. Agree? RT ↓… ",3095578210,en,,,2016-10-13 09:20:31.385982,2016-10-13 09:20:31
3456,"RT @Charles_HRH: Great Britain was fine with increased hate crime, but losing Ben and Jerry's, PG Tips, and Marmite is a step too far. #Bre…",31409376,en,,,2016-10-13 09:20:32.4717,2016-10-13 09:20:32
3457,RT @vintagerugbyboy: We aren't food import dependent. Supermarkets drive the import market through influencing customer choice https://t.co…,426200440,en,,,2016-10-13 09:20:32.691303,2016-10-13 09:20:32
3458,"RT @_dpaj: https://t.co/TosHm7dEa4 Hate crimes soared by 41% after Brexit vote, official figures reveal",141161261,en,London,,2016-10-13 09:20:33.399401,2016-10-13 09:20:33
3459,RT @communicipalist: Brexit is a smokeswcreen to attempt to obscure the Tory-created collapse of UK economy &amp; Osborne's crimes against econ…,3297050356,en,,,2016-10-13 09:20:33.746012,2016-10-13 09:20:33
3460,"RT @DavidJo52951945: If Europe insists on a hard Brexit, so be it, we must have faith in our country &amp; take this chance to rebuild the UK h…",3996381527,en,BST,,2016-10-13 09:20:33.762552,2016-10-13 09:20:33
3461,"RT @SamHooper: So...? Let's follow that thought all the way to its delicious, damning conclusion. Don't just leave it hanging in t… ",115777637,en,London,,2016-10-13 09:20:34.243972,2016-10-13 09:20:33
3462,"RT @Scientists4EU: Nice - a simple running counter.
Could also do with an ""opportunity cost of Brexit"" counter, clocking up how much t… ",1618325365,en,,,2016-10-13 09:20:35.025412,2016-10-13 09:20:34
3463,"RT @jeremycorbyn: Thank you to Labour's Brexit team, whose excellent work is exposing the Tories' Brexit plans for what they are - a shambl…",75002501,en,London,,2016-10-13 09:20:35.19307,2016-10-13 09:20:35
3464,RT @StevePeers: Here's some live tweeting from the Brexit Article 50 hearing - see also @JolyonMaugham https://t.co/yLZy1V0Z2E,93905831,en,Amsterdam,,2016-10-13 09:20:35.381323,2016-10-13 09:20:35
3465,"RT @ianbirrell: The shrill attacks by Leavers on the BBC, Unilever, bankers, moderate MPs, etc reveals their fear at the unfolding reality…",748417794803376128,en,,,2016-10-13 09:20:35.572136,2016-10-13 09:20:35
3466,"RT @greg_jenner: ""Marmite is British"" - oh boy, it's fascinating how simplistic some people imagine globalised capitalism to be https://t.c…",88751359,en,London,,2016-10-13 09:20:35.822816,2016-10-13 09:20:35
3467,"RT @SiobhanFenton: I'm at the Royal Courts of Justice, reporting on the legal case against Brexit starting today. Live updates here https:/…",21887113,en,London,,2016-10-13 09:20:36.306209,2016-10-13 09:20:36
3468,RT @sciencebase: Marmite is the yeast of our problems #Brexit,14084467,en,Bern,,2016-10-13 09:20:36.741842,2016-10-13 09:20:36
3469,RT @ivanwhite48: Idiots are blaming #Tesco and/or Unilever for price rises caused by the falling £. Direct your ire at the boneheads who vo…,42141191,en,Madrid,,2016-10-13 09:20:37.262965,2016-10-13 09:20:37
3470,"RT @carole99897: Remainers are the enemy within.They have relaunched project fear,are working to undermine Brexit &amp; want to force th… ",2787078412,en,,,2016-10-13 09:20:37.729783,2016-10-13 09:20:37
3471,"RT @Charles_HRH: Great Britain was fine with increased hate crime, but losing Ben and Jerry's, PG Tips, and Marmite is a step too far. #Bre…",282563485,en,Amsterdam,,2016-10-13 09:20:38.130912,2016-10-13 09:20:37
3472,RT @MxJackMonroe: I solved Brexit. Someone do this because we literally all get what we voted for this way. Democracy innit. 😚 https://t.co…,3880550590,en,,,2016-10-13 09:20:38.219421,2016-10-13 09:20:38
3473,"RT @danthat: ""The pound's now at its lowest value in international trading since 1848"" GOOD WORK #BREXIT WE GOT OUR COUNTRY BACK

https://t…",94065115,en,Melbourne,,2016-10-13 09:20:38.415384,2016-10-13 09:20:38
3474,RT @LibDemPress: Brexit. You either love it or hate it https://t.co/NiiLId3VpH,386580208,en,,,2016-10-13 09:20:38.570079,2016-10-13 09:20:38
3475,"RT @UPR_Asselineau: Record historique de la bourse de Londres : Le monde entier ricane de la propagande anti- #Brexit
https://t.co/amRkmuOi…",770136455909896194,fr,,,2016-10-13 09:20:38.796052,2016-10-13 09:20:38
3476,RT @WSJeurope: Unilever defends Brexit price rises after Tesco spat https://t.co/GNtWpxx3Tw 🔓,92511984,en,Amsterdam,,2016-10-13 09:20:38.914246,2016-10-13 09:20:38
3477,"RT @jeremycorbyn: The Tories offer no plan, no clarity, no transparency, and no chance of scrutiny of the process for developing a st… ",2157564936,en,London,,2016-10-13 09:20:38.954992,2016-10-13 09:20:38
3478,"RT @tallgeekychap: The Brexit Minister believes if you buy more from Tesco than they buy from you, you're more important to Tesco than Tesc…",20311677,en,London,,2016-10-13 09:20:39.290824,2016-10-13 09:20:39
3479,RT @phlaimeaux: yeah i know i know brexit &amp; trump but WHAT'S WITH LUGGAGE SHOPS IN AIRPORTS LIKE ACTUALLY IN THE DUTY FREE AFTER YOU'VE CHE…,430073064,en,,,2016-10-13 09:20:40.548886,2016-10-13 09:20:40
3480,RT @FetchezLaVache_: So this is what sovereignty looks like. #Brexit #Marmite https://t.co/6RMajJ8rwo,11977562,en,Auckland,,2016-10-13 09:20:40.781067,2016-10-13 09:20:40
3481,RT @bbcnickrobinson: If Cameron had warned us that we might lose our Marmite Project Fear might just have worked. Brexit - you either lo… ,199709144,en,,,2016-10-13 09:20:41.082244,2016-10-13 09:20:40
3482,RT @Sneekyboy: Hate crimes in Scotland ‘fell after Brexit vote’ https://t.co/6RiPMS3OAE,2428148802,en,London,,2016-10-13 10:20:27.395562,2016-10-13 10:20:27
3483,"RT @DrJackyDavis: How about another referendum? 

Would you rather spend £billions on

- improving the NHS &amp; social care

- #Brexit
 
https…",373604463,en,Pacific Time (US & Canada),,2016-10-13 10:20:27.532722,2016-10-13 10:20:27
3484,RT @MichaelPDeacon: Are there really people out there who think Unilever is some sort of tiny start-up that makes nothing but Marmite? http…,97962292,en,London,,2016-10-13 10:20:27.632635,2016-10-13 10:20:27
3485,RT @champagne_lefty: Does anyone else feel that when the Tories are in Govt - it's Paul Dacre the editor of the Daily Mail that's really in…,218209624,en,London,,2016-10-13 10:20:27.931623,2016-10-13 10:20:27
3486,RT @KevinJPringle: Entirely the right thing to do and the right time to do it. #SNP16 #Brexit #indyref2 https://t.co/i0Q3iSSvZz,3029029455,en,Pacific Time (US & Canada),,2016-10-13 10:20:28.764962,2016-10-13 10:20:28
3487,"RT @6esm: UK must not abandon climate change fight after Brexit, Government experts warn https://t.co/cOEyJcQcZb - #climatechange",700916768483602432,en,,,2016-10-13 10:20:29.184313,2016-10-13 10:20:29
3488,"RT @ScotNational: Scotland may still have a say over #Brexit.
https://t.co/YOdMhsq9Kz",50768635,en,Pacific Time (US & Canada),,2016-10-13 10:20:29.279785,2016-10-13 10:20:29
3489,"RT @BradleyRAyres: 1) Marmite is UK produced/resourced.
2) Brexit has not actually happened yet.
3) Unilever did not decrease prices when £…",298063367,en,London,,2016-10-13 10:20:30.521308,2016-10-13 10:20:30
3490,"RT @andrewlawrence: Race hate crimes up 41% since Brexit, and that's just the BBC's employment policy towards white blokes.",356774898,en,London,,2016-10-13 10:20:31.094081,2016-10-13 10:20:30
3491,RT @Independent: There's a Marmite shortage because of Brexit and people are freaking out #Marmitegate https://t.co/lSEIg3Xr78 https://t.co…,47309157,en,,,2016-10-13 10:20:31.232897,2016-10-13 10:20:31
3492,"RT @barneyfarmer: Fair do, I've been calling him Bollocks Johnson for most of last decade. https://t.co/Q57mCEuhZt",183730086,en,London,,2016-10-13 10:20:31.832612,2016-10-13 10:20:31
3493,RT @ScottyNational: Brexit: Sturgeon to lead fight against nationalists breaking up a union of countries so she can get back to breaking up…,232904483,en,Amsterdam,,2016-10-13 10:20:32.470198,2016-10-13 10:20:32
